Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
1,32,3,3484.98,239.88,14.528,9,0.65
1,32,3,1325.1,229.0,5.786,10,0.76
1,32,3,2271.85,237.62,9.561,6,0.68
1,32,3,3793.59,239.11,15.865,4,0.8
1,32,3,1593.28,226.42,7.037,21,0.77
1,32,3,1847.1,237.46,7.779,13,0.81
1,32,3,2332.15,228.72,10.197,24,0.73
1,32,3,1489.14,237.32,6.275,10,0.74
1,32,3,3239.83,234.62,13.809,11,0.79
1,32,3,3417.0,230.53,14.822,23,0.84
1,32,3,2696.8,225.02,11.985,15,0.68
1,32,3,1965.3,225.38,8.72,10,0.89
1,32,3,2839.46,226.82,12.519,10,0.63
1,32,3,2729.02,238.12,11.461,11,0.63
1,32,3,3124.42,235.17,13.286,7,0.72
1,32,3,3812.68,233.08,16.358,11,0.82
1,32,3,1252.28,224.02,5.59,15,0.8
1,32,3,3964.73,229.27,17.293,22,0.62
1,32,3,2417.84,224.62,10.764,12,0.72
1,32,3,3191.6,238.33,13.392,22,0.68
1,32,3,2977.37,236.48,12.59,17,0.73
1,32,3,2531.69,221.35,11.437,6,0.64
1,32,3,3365.39,226.35,14.868,6,0.85
1,32,3,3218.28,225.15,14.294,24,0.77
1,32,3,1309.19,226.76,5.773,4,0.83
1,32,3,2886.04,220.59,13.083,14,0.61
1,32,3,3393.91,232.46,14.6,6,0.67
1,32,3,3683.9,232.39,15.852,14,0.64
1,32,3,1286.19,223.28,5.76,20,0.86
1,32,3,3359.06,223.16,15.052,4,0.63
1,32,3,1004.62,232.49,4.321,13,0.88
1,33,0,3177.27,226.43,14.032,12,0.7
1,33,0,3530.25,226.5,15.586,7,0.62
1,33,0,1944.54,232.44,8.366,20,0.66
1,33,0,2528.37,224.3,11.272,8,0.88
1,33,0,1618.58,231.71,6.985,21,0.64
1,33,0,2142.62,226.58,9.456,11,0.85
1,33,0,3653.68,222.37,16.431,13,0.65
1,33,0,2227.35,237.01,9.398,19,0.81
1,33,0,3727.07,237.49,15.694,24,0.9
1,33,0,2121.74,231.59,9.162,7,0.76
1,33,0,2979.04,229.16,13.0,14,0.64
1,33,0,3401.2,230.04,14.785,5,0.64
1,33,0,1395.38,223.71,6.237,8,0.9
1,33,0,1409.59,224.38,6.282,11,0.89
1,33,0,3801.66,237.09,16.035,24,0.6
1,33,0,1195.48,239.68,4.988,10,0.62
1,33,0,3446.37,221.88,15.533,5,0.7
1,33,0,3673.54,235.92,15.571,13,0.77
1,33,0,2913.0,230.69,12.627,7,0.89
1,33,0,2556.45,239.09,10.692,9,0.73
1,33,0,2376.61,230.91,10.292,17,0.76
1,33,0,1132.39,238.59,4.746,8,0.6
1,33,0,1403.39,224.27,6.258,14,0.82
1,33,0,3256.45,224.46,14.508,8,0.7
1,33,0,1276.17,231.83,5.505,4,0.64
1,33,0,3715.34,231.48,16.05,12,0.85
1,33,0,1640.71,229.6,7.146,15,0.79
1,33,0,1796.86,232.16,7.74,20,0.82
1,33,0,2880.05,226.75,12.701,18,0.84
1,33,0,2367.03,238.76,9.914,24,0.81
1,33,0,1375.98,228.23,6.029,14,0.72
1,33,0,3410.38,225.12,15.149,23,0.79
1,33,0,3397.64,226.9,14.974,9,0.71
1,33,0,1825.54,234.85,7.773,13,0.64
1,33,0,1787.87,236.7,7.553,13,0.79
1,33,0,3103.02,227.24,13.655,11,0.77
1,33,0,1411.28,234.94,6.007,18,0.83
1,33,0,2322.91,228.73,10.156,6,0.66
1,33,0,2278.7,222.54,10.24,13,0.63
1,33,0,3099.21,231.17,13.407,16,0.79
1,33,0,1423.53,239.66,5.94,8,0.69
1,33,0,1480.27,220.27,6.72,8,0.72
1,33,0,2595.7,223.02,11.639,13,0.76
1,33,0,3906.22,236.23,16.536,22,0.72
1,33,0,2699.19,226.65,11.909,5,0.88
1,33,0,3684.44,227.78,16.175,15,0.69
1,33,0,3865.03,228.82,16.891,5,0.7
1,33,0,2811.59,231.02,12.17,9,0.86
1,33,0,1862.87,230.96,8.066,21,0.76
1,33,0,3638.48,239.83,15.171,23,0.72
1,33,0,1698.13,224.27,7.572,23,0.88
1,33,0,1869.14,234.78,7.961,7,0.72
1,33,0,2170.83,232.85,9.323,7,0.61
1,33,0,1493.58,221.0,6.758,7,0.68
1,33,0,2776.56,232.68,11.933,18,0.75
1,33,0,1601.37,233.78,6.85,20,0.78
1,33,0,1308.1,226.3,5.78,16,0.81
1,33,0,3689.41,227.15,16.242,5,0.69
1,33,0,1528.57,234.39,6.521,9,0.86
1,33,0,1810.49,239.54,7.558,13,0.66
1,33,0,3217.3,236.52,13.603,5,0.75
1,33,0,1529.27,236.44,6.468,19,0.75
1,33,0,1535.0,234.88,6.535,20,0.7
1,33,0,1659.11,223.05,7.438,8,0.81
1,33,0,1166.69,235.05,4.964,4,0.72
1,33,0,3158.34,222.37,14.203,11,0.78
1,33,0,2721.65,232.36,11.713,4,0.8
1,33,0,1029.3,235.61,4.369,13,0.87
1,33,0,3753.78,234.98,15.975,16,0.77
1,33,0,3865.94,221.0,17.493,20,0.79
1,33,0,3205.36,223.31,14.354,5,0.87
1,33,0,3518.27,222.97,15.779,22,0.64
1,33,0,3290.67,227.48,14.466,23,0.61
1,33,0,1941.26,226.09,8.586,15,0.67
1,33,0,2742.6,237.15,11.565,13,0.76
1,33,0,1126.7,221.91,5.077,19,0.64
1,33,0,2126.73,223.5,9.516,17,0.66
1,33,0,2819.59,224.23,12.575,14,0.86
1,33,0,3855.69,229.52,16.799,8,0.63
1,33,0,3855.33,239.27,16.113,19,0.71
1,33,0,1141.53,220.19,5.184,16,0.67
1,33,0,2672.96,235.54,11.348,6,0.71
1,33,0,1058.61,236.22,4.481,7,0.86
1,33,0,1254.91,224.42,5.592,5,0.66
1,33,0,1470.97,239.18,6.15,14,0.63
1,33,0,3264.13,237.16,13.763,10,0.74
1,33,0,2366.92,234.73,10.084,23,0.88
1,33,0,2430.12,231.67,10.49,11,0.83
1,33,0,2045.68,239.25,8.55,5,0.78
1,33,0,1948.92,233.1,8.361,15,0.81
1,33,0,2720.72,228.69,11.897,23,0.82
1,33,0,2416.95,224.46,10.768,6,0.8
1,33,0,1243.28,226.03,5.501,9,0.61
1,33,0,1200.65,229.86,5.223,7,0.83
1,33,0,1528.46,232.49,6.574,23,0.8
1,33,0,2579.21,230.6,11.185,10,0.79
1,33,0,3633.38,238.45,15.237,20,0.83
1,33,0,2086.35,236.01,8.84,9,0.69
1,33,0,1226.57,236.85,5.179,18,0.74
1,33,0,3999.73,225.23,17.758,24,0.75
1,34,3,2360.7,220.35,10.713,19,0.71
1,34,3,2866.01,235.27,12.182,23,0.7
1,34,3,3487.28,229.45,15.198,4,0.68
1,34,3,2189.8,235.09,9.315,23,0.65
1,34,3,1873.09,227.27,8.242,7,0.88
1,34,3,3798.78,237.93,15.966,8,0.69
1,34,3,1448.88,236.73,6.12,4,0.71
1,34,3,1407.56,228.72,6.154,5,0.7
1,34,3,2670.09,227.14,11.755,17,0.79
1,34,3,3272.46,235.17,13.915,20,0.78
1,34,3,1066.71,238.51,4.472,8,0.83
1,34,3,3132.41,226.12,13.853,7,0.68
1,34,3,1457.26,234.55,6.213,9,0.87
1,34,3,1687.24,233.01,7.241,5,0.86
1,34,3,1291.13,238.06,5.424,11,0.71
1,34,3,1280.42,222.71,5.749,18,0.73
1,34,3,2662.98,229.16,11.621,8,0.71
1,34,3,3882.92,220.42,17.616,4,0.73
1,34,3,2808.93,236.17,11.894,11,0.65
1,34,3,2891.01,228.17,12.67,20,0.68
1,34,3,1920.56,220.21,8.721,7,0.84
1,34,3,2685.01,222.17,12.085,5,0.8
1,34,3,2212.96,221.79,9.978,4,0.63
1,34,3,2481.0,230.34,10.771,8,0.62
1,34,3,3892.81,229.03,16.997,6,0.68
1,34,3,3130.16,237.39,13.186,19,0.66
1,34,3,2079.21,227.21,9.151,17,0.88
1,34,3,1489.07,223.17,6.672,5,0.65
1,34,3,2099.96,233.43,8.996,19,0.84
1,34,3,2251.76,232.95,9.666,7,0.83
1,34,3,2916.4,227.64,12.811,8,0.76
1,34,3,2254.55,225.57,9.995,24,0.9
1,34,3,3800.77,233.72,16.262,24,0.63
1,34,3,3289.54,230.85,14.25,6,0.68
1,34,3,3466.56,235.9,14.695,19,0.61
1,34,3,3391.77,234.44,14.468,17,0.86
1,34,3,3187.02,236.65,13.467,8,0.76
1,34,3,2721.58,225.19,12.086,7,0.69
1,34,3,1224.58,222.06,5.515,11,0.82
1,34,3,2885.97,236.33,12.212,23,0.87
1,34,3,2511.22,226.14,11.105,16,0.81
1,34,3,1337.29,239.06,5.594,16,0.67
1,34,3,2333.65,234.69,9.944,8,0.65
1,34,3,3550.54,231.08,15.365,21,0.75
1,34,3,1943.31,224.85,8.643,7,0.64
1,34,3,3578.65,223.5,16.012,8,0.67
1,34,3,2035.16,235.35,8.647,23,0.85
1,34,3,2798.97,238.94,11.714,5,0.86
1,34,3,1644.9,226.28,7.269,20,0.75
1,34,3,2008.04,224.6,8.941,10,0.89
1,34,3,3203.53,228.07,14.046,6,0.65
1,34,3,3807.92,222.62,17.105,14,0.74
1,34,3,3765.87,238.43,15.794,6,0.7
1,34,3,1147.92,234.36,4.898,10,0.77
1,34,3,2960.84,234.19,12.643,6,0.9
1,34,3,1035.59,237.12,4.367,17,0.67
1,34,3,3395.49,228.04,14.89,18,0.88
1,34,3,3448.63,220.75,15.622,9,0.7
1,34,3,3633.07,224.58,16.177,7,0.79
1,34,3,1701.68,222.8,7.638,11,0.66
1,34,3,1748.7,226.72,7.713,7,0.8
1,34,3,2476.58,230.63,10.738,17,0.69
1,34,3,1649.22,221.75,7.437,13,0.65
1,34,3,3021.27,238.17,12.685,13,0.72
1,34,3,1145.58,237.37,4.826,24,0.6
1,34,3,3805.19,223.07,17.058,18,0.64
1,34,3,3362.32,231.18,14.544,9,0.76
1,34,3,3293.28,236.34,13.935,23,0.84
1,34,3,3342.35,239.2,13.973,18,0.77
1,34,3,2652.44,225.2,11.778,18,0.69
1,34,3,1990.08,228.45,8.711,7,0.65
1,34,3,2415.72,229.5,10.526,14,0.76
1,34,3,3849.42,225.19,17.094,19,0.85
1,34,3,2420.7,221.01,10.953,12,0.63
1,34,3,2588.46,227.97,11.354,12,0.6
1,34,3,2313.91,231.57,9.992,4,0.61
1,34,3,1575.36,231.22,6.813,7,0.66
1,34,3,2815.88,221.67,12.703,14,0.73
1,34,3,1993.27,230.14,8.661,17,0.88
1,34,3,3711.39,238.13,15.586,15,0.78
1,34,3,1118.94,226.05,4.95,16,0.87
1,34,3,2473.0,236.07,10.476,17,0.71
1,34,3,1020.65,229.93,4.439,13,0.64
1,34,3,1727.25,228.64,7.554,17,0.71
1,34,3,1033.94,236.51,4.372,10,0.66
1,34,3,3209.23,223.39,14.366,24,0.62
1,34,3,1642.77,229.84,7.147,11,0.83
1,34,3,1340.85,228.92,5.857,15,0.72
1,34,3,2520.11,224.61,11.22,19,0.62
1,34,3,3722.42,234.32,15.886,18,0.71
1,34,3,2620.73,220.13,11.905,16,0.66
1,34,3,2173.79,233.13,9.324,6,0.88
1,34,3,2339.79,233.77,10.009,7,0.7
1,34,3,3869.06,229.12,16.887,12,0.75
1,34,3,3028.44,231.1,13.104,5,0.71
1,34,3,2785.26,235.97,11.803,23,0.84
1,34,3,1311.93,232.79,5.636,4,0.73
1,34,3,3413.36,222.79,15.321,21,0.63
1,34,3,1689.32,222.71,7.585,8,0.86
1,34,3,1737.25,220.15,7.891,11,0.66
1,35,4,3690.1,234.32,15.748,19,0.82
1,35,4,2397.04,224.07,10.698,22,0.83
1,35,4,1617.42,233.03,6.941,14,0.62
1,35,4,1370.25,236.67,5.79,22,0.89
1,35,4,1341.08,221.59,6.052,4,0.64
1,35,4,1130.91,239.01,4.732,19,0.64
1,35,4,3902.79,234.5,16.643,13,0.66
1,35,4,3933.43,238.68,16.48,11,0.63
1,35,4,2709.84,235.96,11.484,19,0.79
1,35,4,1638.53,240.0,6.827,23,0.83
1,35,4,1386.11,228.22,6.074,16,0.74
1,35,4,1209.98,237.83,5.088,11,0.82
1,35,4,2311.21,224.42,10.299,21,0.74
1,35,4,2139.11,224.7,9.52,6,0.77
1,35,4,3960.23,220.83,17.933,15,0.64
1,35,4,1753.92,223.1,7.862,21,0.75
1,35,4,2006.55,225.74,8.889,8,0.75
1,35,4,2182.88,227.25,9.606,7,0.66
1,35,4,2399.18,234.07,10.25,10,0.62
1,35,4,1843.46,224.03,8.229,20,0.63
1,35,4,1517.97,239.9,6.328,24,0.68
1,35,4,2230.03,236.84,9.416,13,0.82
1,35,4,1836.53,225.61,8.14,9,0.84
1,35,4,3902.06,231.85,16.83,15,0.84
1,35,4,2162.04,226.12,9.561,8,0.81
1,35,4,3575.52,223.89,15.97,23,0.74
1,35,4,1401.18,236.57,5.923,8,0.82
1,35,4,2641.79,220.91,11.959,6,0.89
1,35,4,3902.0,231.26,16.873,9,0.63
1,35,4,2615.81,234.29,11.165,10,0.85
1,35,4,1925.13,224.79,8.564,16,0.64
1,35,4,2681.04,225.3,11.9,14,0.77
1,35,4,2395.35,226.74,10.564,9,0.74
1,35,4,1891.47,232.95,8.12,19,0.79
1,35,4,3587.11,234.71,15.283,24,0.61
1,35,4,2351.81,224.07,10.496,18,0.81
1,35,4,1557.33,231.23,6.735,14,0.83
1,35,4,2375.73,233.99,10.153,18,0.88
1,35,4,2013.58,224.49,8.97,22,0.89
1,35,4,1762.09,235.2,7.492,9,0.66
1,35,4,2443.44,236.52,10.331,23,0.88
1,35,4,1939.75,223.73,8.67,20,0.68
1,35,4,2969.42,222.46,13.348,4,0.76
1,35,4,1408.07,228.6,6.16,19,0.73
1,35,4,2850.17,235.12,12.122,4,0.75
1,35,4,3699.69,236.55,15.64,6,0.9
1,35,4,2840.5,227.69,12.475,18,0.69
1,35,4,2480.12,238.66,10.392,11,0.65
1,35,4,1158.65,237.98,4.869,19,0.79
1,35,4,1163.12,228.41,5.092,10,0.89
1,35,4,2211.43,238.74,9.263,7,0.87
1,35,4,2932.21,234.05,12.528,21,0.69
1,35,4,1229.91,238.36,5.16,22,0.63
1,35,4,3072.69,221.25,13.888,14,0.67
1,35,4,2274.46,239.38,9.501,17,0.88
1,35,4,3580.15,223.45,16.022,4,0.66
1,35,4,3750.86,232.64,16.123,7,0.66
1,35,4,2420.27,234.81,10.307,21,0.65
1,35,4,2838.2,220.58,12.867,14,0.71
1,35,4,1411.3,229.23,6.157,9,0.64
1,35,4,3678.83,233.91,15.728,14,0.85
1,35,4,2657.95,228.33,11.641,12,0.77
1,35,4,1926.39,230.61,8.353,5,0.88
1,35,4,2281.41,230.17,9.912,23,0.67
1,35,4,2111.32,221.74,9.522,17,0.67
1,35,4,1876.6,225.41,8.325,10,0.68
1,35,4,2154.22,229.46,9.388,14,0.77
1,35,4,3466.03,235.04,14.747,22,0.77
1,35,4,2523.59,239.34,10.544,17,0.72
1,35,4,2523.03,222.13,11.358,8,0.8
1,35,4,2442.8,223.34,10.938,18,0.85
1,35,4,1930.1,231.47,8.338,7,0.61
1,35,4,3532.8,222.12,15.905,5,0.72
1,35,4,1555.34,222.51,6.99,10,0.79
1,35,4,1075.07,226.61,4.744,17,0.74
1,35,4,2312.73,238.39,9.701,24,0.6
1,35,4,2691.93,226.86,11.866,21,0.7
1,35,4,1815.7,231.11,7.856,19,0.88
1,35,4,1144.93,225.44,5.079,24,0.6
1,35,4,2352.16,237.52,9.903,15,0.66
1,35,4,3983.81,225.77,17.645,13,0.77
1,35,4,3770.32,225.81,16.697,15,0.62
1,35,4,1028.13,234.06,4.393,14,0.66
1,35,4,2717.75,238.0,11.419,7,0.77
1,35,4,2267.37,236.72,9.578,4,0.8
1,35,4,1016.34,226.12,4.495,5,0.61
1,35,4,1851.6,228.02,8.12,8,0.86
1,35,4,2339.8,239.89,9.754,23,0.8
1,35,4,2448.07,220.68,11.093,19,0.85
1,35,4,2632.35,235.02,11.201,5,0.76
1,35,4,3569.67,229.34,15.565,7,0.68
1,35,4,2729.9,220.59,12.375,22,0.86
1,35,4,3563.25,237.09,15.029,20,0.78
1,35,4,2875.82,224.14,12.83,13,0.71
1,35,4,3387.28,239.08,14.168,16,0.76
1,35,4,2496.83,225.77,11.059,14,0.62
1,35,4,3360.04,232.47,14.454,14,0.88
1,35,4,3739.14,231.02,16.185,9,0.73
1,35,4,1410.8,227.71,6.196,4,0.66
1,35,4,3490.12,227.17,15.363,6,0.85
1,36,1,3923.4,232.77,16.855,11,0.63
1,36,1,1275.56,232.36,5.49,17,0.67
1,36,1,3418.67,229.53,14.894,16,0.87
1,36,1,1467.22,222.73,6.587,11,0.8
1,36,1,2326.1,239.02,9.732,14,0.76
1,36,1,1918.68,222.02,8.642,22,0.77
1,36,1,1510.26,226.44,6.67,15,0.87
1,36,1,2328.79,228.13,10.208,19,0.61
1,36,1,3339.36,238.41,14.007,9,0.84
1,36,1,2058.05,221.31,9.299,11,0.88
1,36,1,1877.67,227.32,8.26,17,0.72
1,36,1,1053.81,225.57,4.672,8,0.73
1,36,1,3608.6,221.51,16.291,15,0.65
1,36,1,3665.55,229.39,15.98,17,0.72
1,36,1,1219.97,223.94,5.448,4,0.63
1,36,1,2716.18,222.29,12.219,8,0.9
1,36,1,1936.12,233.61,8.288,17,0.88
1,36,1,2153.3,221.8,9.708,5,0.64
1,36,1,2587.37,223.08,11.598,19,0.76
1,36,1,2394.55,230.98,10.367,16,0.82
1,36,1,3420.93,239.08,14.309,7,0.85
1,36,1,1251.78,236.15,5.301,12,0.77
1,36,1,3959.39,221.99,17.836,13,0.82
1,36,1,2267.38,239.73,9.458,23,0.83
1,36,1,1209.83,227.04,5.329,10,0.63
1,36,1,3902.34,220.09,17.731,7,0.82
1,36,1,3767.63,233.09,16.164,12,0.71
1,36,1,3999.95,228.98,17.469,24,0.74
1,36,1,3117.17,234.15,13.313,9,0.89
1,36,1,1490.45,237.79,6.268,23,0.74
1,36,1,1748.83,235.71,7.419,19,0.62
1,36,1,1718.17,227.66,7.547,18,0.65
1,36,1,2148.65,222.69,9.649,8,0.6
1,36,1,3309.07,239.49,13.817,19,0.73
1,36,1,3953.19,239.48,16.507,9,0.89
1,36,1,1974.44,222.62,8.869,10,0.88
1,36,1,1224.06,220.41,5.554,7,0.6
1,36,1,2030.55,224.93,9.027,18,0.81
1,36,1,1994.56,233.08,8.557,19,0.65
1,36,1,2986.27,236.05,12.651,20,0.75
1,36,1,3433.56,231.6,14.825,19,0.83
1,36,1,2890.94,221.73,13.038,5,0.86
1,36,1,1311.44,230.9,5.68,5,0.65
1,36,1,3292.36,226.06,14.564,6,0.79
1,36,1,1535.43,221.05,6.946,20,0.76
1,36,1,2245.51,234.21,9.588,19,0.67
1,36,1,3171.43,226.52,14.001,24,0.68
1,36,1,1599.45,225.98,7.078,12,0.79
1,36,1,2803.18,238.31,11.763,24,0.61
1,36,1,2780.83,238.43,11.663,7,0.64
1,36,1,1623.92,221.84,7.32,7,0.66
1,36,1,1172.6,226.3,5.182,16,0.63
1,36,1,2331.91,234.13,9.96,6,0.72
1,36,1,2243.35,237.82,9.433,6,0.67
1,36,1,3067.78,229.3,13.379,20,0.64
1,36,1,1865.1,222.42,8.385,14,0.81
1,36,1,3324.02,220.22,15.094,20,0.65
1,36,1,3944.56,231.8,17.017,14,0.65
1,36,1,1762.88,225.11,7.831,9,0.88
1,36,1,3058.3,236.26,12.945,6,0.88
1,36,1,1669.83,226.56,7.37,23,0.74
1,36,1,3835.58,239.35,16.025,4,0.75
1,36,1,2924.51,231.65,12.625,17,0.75
1,36,1,3095.87,238.6,12.975,20,0.83
1,36,1,1355.3,225.77,6.003,19,0.71
1,36,1,1156.75,234.76,4.927,24,0.67
1,36,1,2741.62,232.99,11.767,7,0.69
1,36,1,1634.08,232.51,7.028,16,0.89
1,36,1,3458.92,220.7,15.672,9,0.87
1,36,1,1278.93,220.79,5.793,7,0.65
1,36,1,3562.13,220.0,16.192,6,0.66
1,36,1,1016.74,233.29,4.358,15,0.69
1,36,1,3556.37,238.64,14.903,23,0.83
1,36,1,2518.71,229.07,10.995,23,0.88
1,36,1,2462.86,226.72,10.863,4,0.65
1,36,1,2508.99,228.22,10.994,14,0.61
1,36,1,3153.0,236.45,13.335,15,0.74
1,36,1,2174.63,226.33,9.608,15,0.86
1,36,1,2140.12,235.67,9.081,5,0.62
1,36,1,2602.25,229.74,11.327,19,0.67
1,36,1,1760.65,231.63,7.601,5,0.62
1,36,1,3136.67,223.18,14.054,7,0.81
1,36,1,3937.65,233.98,16.829,16,0.61
1,36,1,2052.84,237.95,8.627,22,0.85
1,36,1,3212.35,223.53,14.371,13,0.72
1,36,1,1826.35,220.54,8.281,4,0.66
1,36,1,2203.21,237.13,9.291,10,0.7
1,36,1,2220.84,233.03,9.53,15,0.63
1,36,1,3864.36,225.54,17.134,8,0.77
1,36,1,1558.29,231.32,6.737,24,0.8
1,36,1,3326.04,228.65,14.546,6,0.89
1,36,1,3373.62,222.47,15.164,16,0.85
1,36,1,1627.9,231.61,7.029,7,0.65
1,36,1,1796.58,235.67,7.623,9,0.82
1,36,1,3413.1,222.44,15.344,22,0.75
1,36,1,2732.57,239.81,11.395,23,0.71
1,36,1,1005.95,225.39,4.463,17,0.8
1,36,1,1609.64,234.82,6.855,21,0.71
1,36,1,1253.8,223.34,5.614,15,0.66
1,36,1,2770.43,237.27,11.676,23,0.82
1,37,4,1509.5,228.07,6.619,7,0.87
1,37,4,3874.07,235.61,16.443,15,0.63
1,37,4,3229.99,228.75,14.12,7,0.71
1,37,4,2214.14,239.09,9.261,15,0.63
1,37,4,2774.42,223.84,12.395,6,0.81
1,37,4,2269.84,235.85,9.624,8,0.63
1,37,4,3833.85,239.93,15.979,5,0.62
1,37,4,1668.59,238.32,7.001,17,0.7
1,37,4,1834.16,227.91,8.048,15,0.67
1,37,4,2412.17,227.97,10.581,6,0.88
1,37,4,2979.37,224.69,13.26,15,0.84
1,37,4,2476.26,237.78,10.414,23,0.83
1,37,4,3710.49,230.8,16.077,6,0.79
1,37,4,3334.31,231.17,14.424,18,0.86
1,37,4,3752.63,239.48,15.67,13,0.68
1,37,4,2353.83,226.03,10.414,12,0.62
1,37,4,1069.53,230.29,4.644,6,0.65
1,37,4,3278.25,225.68,14.526,22,0.77
1,37,4,2498.42,226.92,11.01,13,0.74
1,37,4,1129.34,224.76,5.025,15,0.61
1,37,4,2880.51,236.36,12.187,12,0.67
1,37,4,2028.53,237.83,8.529,20,0.75
1,37,4,3558.46,221.69,16.052,23,0.84
1,37,4,3638.59,238.05,15.285,13,0.66
1,37,4,1451.18,238.95,6.073,23,0.82
1,37,4,2145.29,228.34,9.395,4,0.84
1,37,4,2852.95,228.83,12.468,11,0.74
1,37,4,2510.27,225.29,11.142,23,0.65
1,37,4,1444.33,230.66,6.262,24,0.89
1,37,4,3060.11,225.69,13.559,9,0.89
1,37,4,1208.05,233.21,5.18,13,0.7
1,37,4,3624.39,236.99,15.293,10,0.62
1,37,4,2961.4,231.64,12.784,21,0.82
1,37,4,3274.91,237.7,13.777,15,0.84
1,37,4,3631.55,221.35,16.406,22,0.65
1,37,4,3544.45,235.08,15.078,20,0.62
1,37,4,3944.22,229.15,17.212,22,0.71
1,37,4,3094.95,238.07,13.0,24,0.61
1,37,4,3349.4,229.62,14.587,12,0.88
1,37,4,2554.6,235.04,10.869,10,0.81
1,37,4,2294.15,225.73,10.163,15,0.75
1,37,4,3054.06,222.48,13.727,22,0.79
1,37,4,2941.64,235.79,12.476,22,0.71
1,37,4,1323.94,239.8,5.521,18,0.81
1,37,4,1559.56,233.63,6.675,13,0.76
1,37,4,1968.0,239.15,8.229,11,0.71
1,37,4,1708.46,222.28,7.686,8,0.7
1,37,4,3747.04,229.46,16.33,20,0.79
1,37,4,1889.27,223.25,8.463,13,0.63
1,37,4,2377.54,225.55,10.541,14,0.8
1,37,4,3949.29,235.94,16.739,8,0.68
1,37,4,3069.35,235.58,13.029,14,0.85
1,37,4,1635.72,230.26,7.104,4,0.62
1,37,4,2673.34,228.78,11.685,10,0.88
1,37,4,2355.75,232.83,10.118,6,0.81
1,37,4,1712.06,229.87,7.448,4,0.87
1,37,4,1063.56,231.8,4.588,14,0.76
1,37,4,2557.48,229.4,11.149,13,0.88
1,37,4,3572.27,228.02,15.666,17,0.65
1,37,4,3230.81,233.14,13.858,24,0.78
1,37,4,2571.19,235.73,10.907,18,0.74
1,37,4,3444.33,234.93,14.661,5,0.69
1,37,4,2547.78,236.92,10.754,14,0.79
1,37,4,3576.93,233.17,15.34,4,0.87
1,37,4,3394.26,227.11,14.945,9,0.81
1,37,4,3870.99,224.79,17.22,19,0.64
1,37,4,3201.57,229.76,13.934,17,0.6
1,37,4,1075.35,220.96,4.867,20,0.73
1,37,4,1076.2,228.58,4.708,11,0.63
1,37,4,2003.78,224.32,8.933,23,0.7
1,37,4,2835.45,223.64,12.679,5,0.73
1,37,4,1399.32,222.1,6.3,16,0.78
1,37,4,2566.78,233.41,10.997,23,0.64
1,37,4,2186.1,223.89,9.764,17,0.71
1,37,4,3297.96,227.1,14.522,24,0.68
1,37,4,2367.9,226.78,10.441,12,0.64
1,37,4,3795.85,220.89,17.184,18,0.84
1,37,4,1930.39,236.93,8.148,7,0.85
1,37,4,3322.71,224.58,14.795,6,0.76
1,37,4,3482.26,239.86,14.518,21,0.71
1,37,4,2130.05,230.6,9.237,24,0.67
1,37,4,3854.56,223.94,17.212,19,0.69
1,37,4,1713.73,222.51,7.702,18,0.74
1,37,4,1642.75,230.55,7.125,7,0.66
1,37,4,2127.82,228.18,9.325,4,0.69
1,37,4,1225.59,239.75,5.112,13,0.75
1,37,4,3160.86,234.65,13.471,8,0.63
1,37,4,3627.16,224.33,16.169,11,0.87
1,37,4,1850.99,233.61,7.923,20,0.88
1,37,4,3967.31,227.3,17.454,23,0.72
1,37,4,3482.65,232.13,15.003,19,0.73
1,37,4,3360.64,228.4,14.714,19,0.9
1,37,4,2901.86,232.86,12.462,14,0.86
1,37,4,2549.18,234.23,10.883,23,0.75
1,37,4,1931.56,237.72,8.125,24,0.83
1,37,4,2693.76,225.52,11.945,12,0.67
1,37,4,2305.91,237.56,9.707,4,0.86
1,37,4,2052.36,235.15,8.728,19,0.84
1,37,4,2542.42,224.96,11.302,12,0.73
1,37,4,3949.24,227.22,17.381,18,0.85
1,38,3,1092.65,221.71,4.928,19,0.86
1,38,3,2577.47,228.58,11.276,14,0.8
1,38,3,2261.84,235.76,9.594,24,0.76
1,38,3,2196.82,239.02,9.191,7,0.71
1,38,3,3983.11,227.65,17.497,13,0.74
1,38,3,1292.36,237.9,5.432,22,0.66
1,38,3,2875.9,227.92,12.618,22,0.77
1,38,3,3834.31,222.54,17.23,13,0.74
1,38,3,1595.97,231.04,6.908,21,0.85
1,38,3,2467.88,221.31,11.151,10,0.62
1,38,3,2489.34,233.32,10.669,7,0.77
1,38,3,1238.06,238.76,5.185,8,0.86
1,38,3,1333.54,229.55,5.809,9,0.62
1,38,3,2247.2,231.63,9.702,15,0.8
1,38,3,3605.39,233.51,15.44,14,0.67
1,38,3,1053.86,221.33,4.761,5,0.64
1,38,3,2087.38,228.75,9.125,24,0.84
1,38,3,1171.0,235.55,4.971,9,0.69
1,38,3,2818.64,222.26,12.682,22,0.86
1,38,3,2813.35,235.63,11.94,18,0.64
1,38,3,2532.92,222.19,11.4,20,0.85
1,38,3,2862.11,235.46,12.155,16,0.74
1,38,3,2721.94,239.24,11.377,13,0.83
1,38,3,2918.72,231.26,12.621,17,0.6
1,38,3,1011.98,226.64,4.465,19,0.76
1,38,3,1045.99,229.08,4.566,22,0.71
1,38,3,1133.33,224.93,5.039,11,0.66
